Device	IP Address	MAC Address	Interface
smc-core-c65-1	10.111.17.75	d8b1.90c0.bb88	Vlan104
smc-core-c65-1	10.111.17.76	00c1.64a4.3420	Vlan104
smc-core-c65-1	10.111.17.77	188b.9d7b.1f54	Vlan104
smc-core-c65-1	10.111.17.81	d8b1.9042.a674	Vlan104
smc-core-c65-1	10.111.17.82	0078.88f8.68f8	Vlan104
smc-core-c65-1	10.111.17.83	0078.88b9.1f6c	Vlan104
smc-core-c65-1	10.111.17.84	0078.88b9.432c	Vlan104
smc-core-c65-1	10.111.17.85	b4de.31b4.e1c4	Vlan104
smc-core-c65-1	10.111.17.87	00c1.64b5.ac08	Vlan104
smc-core-c65-1	10.111.17.88	0042.68fc.8e64	Vlan104
smc-core-c65-1	10.111.17.89	00c8.8bf2.dcfc	Vlan104
smc-core-c65-1	10.111.17.90	80e0.1d84.2d3c	Vlan104
smc-core-c65-1	10.111.17.92	b026.80c9.a2f4	Vlan104
smc-core-c65-1	10.111.17.93	80e0.1dfc.8460	Vlan104
smc-core-c65-1	10.111.17.96	b026.80d4.09e4	Vlan104
smc-core-c65-1	10.111.17.97	003a.7d08.81fc	Vlan104
smc-core-c65-1	10.111.17.99	0078.88b9.567c	Vlan104
sfh-core-c4k-1	10.111.170.1	0000.0c9f.f0fc	Vlan252
sfh-core-c4k-1	10.111.170.100	009c.0207.9b77	Vlan252
sfh-core-c4k-2	10.111.170.100	009c.0207.9b77	Vlan252
sfh-core-c4k-1	10.111.170.101	009c.0207.9b61	Vlan252
sfh-core-c4k-2	10.111.170.101	009c.0207.9b61	Vlan252
sfh-core-c4k-1	10.111.170.102	a0b3.cc9f.cbe2	Vlan252
sfh-core-c4k-2	10.111.170.102	a0b3.cc9f.cbe2	Vlan252
sfh-core-c4k-1	10.111.170.103	5838.791d.1519	Vlan252
sfh-core-c4k-2	10.111.170.103	5838.791d.1519	Vlan252
sfh-core-c4k-1	10.111.170.104	2c59.e5d8.7b1c	Vlan252
sfh-core-c4k-2	10.111.170.104	2c59.e5d8.7b1c	Vlan252
sfh-core-c4k-1	10.111.170.105	5838.791f.5c8e	Vlan252
sfh-core-c4k-2	10.111.170.105	5838.791f.5c8e	Vlan252
sfh-core-c4k-1	10.111.170.106	5838.791c.28ed	Vlan252
sfh-core-c4k-2	10.111.170.106	5838.791c.28ed	Vlan252
sfh-core-c4k-1	10.111.170.107	5838.791d.9f15	Vlan252
sfh-core-c4k-2	10.111.170.107	5838.791d.9f15	Vlan252
sfh-core-c4k-1	10.111.170.109	5838.791d.20e0	Vlan252
sfh-core-c4k-2	10.111.170.109	5838.791d.20e0	Vlan252
sfh-core-c4k-1	10.111.170.110	5838.791d.8fd5	Vlan252
sfh-core-c4k-2	10.111.170.110	5838.791d.8fd5	Vlan252
sfh-core-c4k-1	10.111.170.111	009c.0207.9b6c	Vlan252
sfh-core-c4k-2	10.111.170.111	009c.0207.9b6c	Vlan252
sfh-core-c4k-1	10.111.170.112	5838.791f.5c3f	Vlan252
sfh-core-c4k-2	10.111.170.112	5838.791f.5c3f	Vlan252
sfh-core-c4k-1	10.111.170.113	5838.791f.4902	Vlan252
sfh-core-c4k-2	10.111.170.113	5838.791f.4902	Vlan252
sfh-core-c4k-1	10.111.170.115	5838.791d.214d	Vlan252
sfh-core-c4k-2	10.111.170.115	5838.791d.214d	Vlan252
sfh-core-c4k-1	10.111.170.116	5838.791c.0605	Vlan252
sfh-core-c4k-2	10.111.170.116	5838.791c.0605	Vlan252
sfh-core-c4k-1	10.111.170.117	5838.791f.4906	Vlan252
sfh-core-c4k-2	10.111.170.117	5838.791f.4906	Vlan252
sfh-core-c4k-1	10.111.170.118	d0bf.9c31.50f0	Vlan252
sfh-core-c4k-2	10.111.170.118	d0bf.9c31.50f0	Vlan252
sfh-core-c4k-1	10.111.170.119	5838.791d.09b6	Vlan252
sfh-core-c4k-2	10.111.170.119	5838.791d.09b6	Vlan252
sfh-core-c4k-1	10.111.170.120	5838.791f.48d2	Vlan252
sfh-core-c4k-2	10.111.170.120	5838.791f.48d2	Vlan252
sfh-core-c4k-1	10.111.170.122	24be.05ee.af55	Vlan252
sfh-core-c4k-2	10.111.170.122	24be.05ee.af55	Vlan252
sfh-core-c4k-1	10.111.170.123	24be.05ee.bf50	Vlan252
sfh-core-c4k-2	10.111.170.123	24be.05ee.bf50	Vlan252
sfh-core-c4k-1	10.111.170.124	0007.4d38.cb4e	Vlan252
sfh-core-c4k-2	10.111.170.124	0007.4d38.cb4e	Vlan252
sfh-core-c4k-1	10.111.170.125	9c8e.9988.8f1c	Vlan252
sfh-core-c4k-2	10.111.170.125	9c8e.9988.8f1c	Vlan252
sfh-core-c4k-1	10.111.170.126	5838.791d.2125	Vlan252
sfh-core-c4k-2	10.111.170.126	5838.791d.2125	Vlan252
sfh-core-c4k-1	10.111.170.127	0007.4d52.f3ed	Vlan252
sfh-core-c4k-2	10.111.170.127	0007.4d52.f3ed	Vlan252
sfh-core-c4k-1	10.111.170.128	0007.4d52.77e0	Vlan252
sfh-core-c4k-2	10.111.170.128	0007.4d52.77e0	Vlan252
sfh-core-c4k-1	10.111.170.129	5838.791d.1508	Vlan252
sfh-core-c4k-2	10.111.170.129	5838.791d.1508	Vlan252
sfh-core-c4k-1	10.111.170.130	480f.cfcc.c9dc	Vlan252
sfh-core-c4k-2	10.111.170.130	480f.cfcc.c9dc	Vlan252
sfh-core-c4k-1	10.111.170.131	5838.791d.0961	Vlan252
sfh-core-c4k-2	10.111.170.131	5838.791d.0961	Vlan252
sfh-core-c4k-1	10.111.170.132	5838.791d.9878	Vlan252
sfh-core-c4k-2	10.111.170.132	5838.791d.9878	Vlan252
sfh-core-c4k-1	10.111.170.133	5838.791d.9879	Vlan252
sfh-core-c4k-2	10.111.170.133	5838.791d.9879	Vlan252
sfh-core-c4k-1	10.111.170.134	5838.791d.24ca	Vlan252
sfh-core-c4k-2	10.111.170.134	5838.791d.24ca	Vlan252
sfh-core-c4k-1	10.111.170.135	5838.791d.1f23	Vlan252
sfh-core-c4k-2	10.111.170.135	5838.791d.1f23	Vlan252
sfh-core-c4k-1	10.111.170.136	5838.791d.24c5	Vlan252
sfh-core-c4k-2	10.111.170.136	5838.791d.24c5	Vlan252
sfh-core-c4k-1	10.111.170.138	5838.791d.2151	Vlan252
sfh-core-c4k-2	10.111.170.138	5838.791d.2151	Vlan252
sfh-core-c4k-1	10.111.170.139	5838.791d.24aa	Vlan252
sfh-core-c4k-2	10.111.170.139	5838.791d.24aa	Vlan252
sfh-core-c4k-1	10.111.170.14	e839.358f.6ac6	Vlan252
sfh-core-c4k-2	10.111.170.14	e839.358f.6ac6	Vlan252
sfh-core-c4k-1	10.111.170.140	5838.791d.98a8	Vlan252
sfh-core-c4k-2	10.111.170.140	5838.791d.98a8	Vlan252
sfh-core-c4k-1	10.111.170.141	0007.4d56.4086	Vlan252
sfh-core-c4k-2	10.111.170.141	0007.4d56.4086	Vlan252
sfh-core-c4k-1	10.111.170.142	0007.4d5c.b431	Vlan252
sfh-core-c4k-2	10.111.170.142	0007.4d5c.b431	Vlan252
sfh-core-c4k-1	10.111.170.143	5838.791d.9f32	Vlan252
sfh-core-c4k-2	10.111.170.143	5838.791d.9f32	Vlan252
sfh-core-c4k-1	10.111.170.144	5838.7924.40aa	Vlan252
sfh-core-c4k-2	10.111.170.144	5838.7924.40aa	Vlan252
sfh-core-c4k-1	10.111.170.145	5838.791f.55e2	Vlan252
sfh-core-c4k-2	10.111.170.145	5838.791f.55e2	Vlan252
sfh-core-c4k-1	10.111.170.146	5838.791e.f652	Vlan252
sfh-core-c4k-2	10.111.170.146	5838.791e.f652	Vlan252
sfh-core-c4k-1	10.111.170.147	80c1.6e96.3c54	Vlan252
sfh-core-c4k-2	10.111.170.147	80c1.6e96.3c54	Vlan252
sfh-core-c4k-1	10.111.170.148	0007.4d57.cd48	Vlan252
sfh-core-c4k-2	10.111.170.148	0007.4d57.cd48	Vlan252
sfh-core-c4k-1	10.111.170.149	0007.4d5d.bd93	Vlan252
sfh-core-c4k-2	10.111.170.149	0007.4d5d.bd93	Vlan252
sfh-core-c4k-1	10.111.170.15	ac16.2d3d.cd1c	Vlan252
sfh-core-c4k-2	10.111.170.15	ac16.2d3d.cd1c	Vlan252
sfh-core-c4k-1	10.111.170.151	0007.4d5d.cc41	Vlan252
sfh-core-c4k-2	10.111.170.151	0007.4d5d.cc41	Vlan252
sfh-core-c4k-1	10.111.170.152	0007.4d5d.1a11	Vlan252
sfh-core-c4k-2	10.111.170.152	0007.4d5d.1a11	Vlan252
sfh-core-c4k-1	10.111.170.153	0007.4d5d.c272	Vlan252
sfh-core-c4k-2	10.111.170.153	0007.4d5d.c272	Vlan252
sfh-core-c4k-1	10.111.170.154	0007.4d5d.7936	Vlan252
sfh-core-c4k-2	10.111.170.154	0007.4d5d.7936	Vlan252
sfh-core-c4k-1	10.111.170.155	0007.4d5d.b772	Vlan252
sfh-core-c4k-2	10.111.170.155	0007.4d5d.b772	Vlan252
sfh-core-c4k-1	10.111.170.156	0007.4d5d.cbf0	Vlan252
sfh-core-c4k-2	10.111.170.156	0007.4d5d.cbf0	Vlan252
sfh-core-c4k-1	10.111.170.157	0007.4d5d.b641	Vlan252
sfh-core-c4k-2	10.111.170.157	0007.4d5d.b641	Vlan252
sfh-core-c4k-1	10.111.170.158	0007.4d5d.b82f	Vlan252
sfh-core-c4k-2	10.111.170.158	0007.4d5d.b82f	Vlan252
sfh-core-c4k-1	10.111.170.159	0007.4d5d.cb94	Vlan252
sfh-core-c4k-2	10.111.170.159	0007.4d5d.cb94	Vlan252
sfh-core-c4k-1	10.111.170.16	c8d3.ffaa.3f5d	Vlan252
sfh-core-c4k-2	10.111.170.16	c8d3.ffaa.3f5d	Vlan252
sfh-core-c4k-1	10.111.170.160	0007.4d5d.cc05	Vlan252
sfh-core-c4k-2	10.111.170.160	0007.4d5d.cc05	Vlan252
sfh-core-c4k-1	10.111.170.161	0007.4d5d.b8eb	Vlan252
sfh-core-c4k-2	10.111.170.161	0007.4d5d.b8eb	Vlan252
sfh-core-c4k-1	10.111.170.162	0007.4d5d.b996	Vlan252
sfh-core-c4k-2	10.111.170.162	0007.4d5d.b996	Vlan252
sfh-core-c4k-1	10.111.170.163	0007.4d5d.cc08	Vlan252
sfh-core-c4k-2	10.111.170.163	0007.4d5d.cc08	Vlan252
sfh-core-c4k-1	10.111.170.164	0007.4d5d.7531	Vlan252
sfh-core-c4k-2	10.111.170.164	0007.4d5d.7531	Vlan252
sfh-core-c4k-1	10.111.170.165	0007.4d57.36c6	Vlan252
sfh-core-c4k-2	10.111.170.165	0007.4d57.36c6	Vlan252
sfh-core-c4k-1	10.111.170.166	0007.4d5d.cbe0	Vlan252
sfh-core-c4k-2	10.111.170.166	0007.4d5d.cbe0	Vlan252
sfh-core-c4k-1	10.111.170.167	0007.4d5d.c292	Vlan252
sfh-core-c4k-2	10.111.170.167	0007.4d5d.c292	Vlan252
sfh-core-c4k-1	10.111.170.168	0007.4d5d.7924	Vlan252
sfh-core-c4k-2	10.111.170.168	0007.4d5d.7924	Vlan252
sfh-core-c4k-1	10.111.170.169	0007.4d5d.b8e2	Vlan252
sfh-core-c4k-2	10.111.170.169	0007.4d5d.b8e2	Vlan252
sfh-core-c4k-1	10.111.170.17	c8d3.ffaa.3f7e	Vlan252
sfh-core-c4k-2	10.111.170.17	c8d3.ffaa.3f7e	Vlan252
sfh-core-c4k-1	10.111.170.170	0007.4d5d.b7a3	Vlan252
sfh-core-c4k-2	10.111.170.170	0007.4d5d.b7a3	Vlan252
sfh-core-c4k-1	10.111.170.171	0007.4d5d.bcdc	Vlan252
sfh-core-c4k-2	10.111.170.171	0007.4d5d.bcdc	Vlan252
sfh-core-c4k-1	10.111.170.172	0007.4d5d.cc94	Vlan252
sfh-core-c4k-2	10.111.170.172	0007.4d5d.cc94	Vlan252
sfh-core-c4k-1	10.111.170.173	0007.4d5d.cc5f	Vlan252
sfh-core-c4k-2	10.111.170.173	0007.4d5d.cc5f	Vlan252
sfh-core-c4k-1	10.111.170.174	0007.4d5d.cc8a	Vlan252
sfh-core-c4k-2	10.111.170.174	0007.4d5d.cc8a	Vlan252
sfh-core-c4k-1	10.111.170.176	5838.791d.1ce6	Vlan252
sfh-core-c4k-2	10.111.170.176	5838.791d.1ce6	Vlan252
sfh-core-c4k-1	10.111.170.177	5838.791d.987c	Vlan252
sfh-core-c4k-2	10.111.170.177	5838.791d.987c	Vlan252
sfh-core-c4k-1	10.111.170.178	5838.791d.14f5	Vlan252
sfh-core-c4k-2	10.111.170.178	5838.791d.14f5	Vlan252
sfh-core-c4k-1	10.111.170.179	80c1.6e90.2458	Vlan252
sfh-core-c4k-2	10.111.170.179	80c1.6e90.2458	Vlan252
sfh-core-c4k-1	10.111.170.18	5838.7913.7604	Vlan252
sfh-core-c4k-2	10.111.170.18	5838.7913.7604	Vlan252
sfh-core-c4k-1	10.111.170.180	80c1.6e90.246b	Vlan252
sfh-core-c4k-2	10.111.170.180	80c1.6e90.246b	Vlan252
sfh-core-c4k-1	10.111.170.181	009c.0206.df08	Vlan252
sfh-core-c4k-2	10.111.170.181	009c.0206.df08	Vlan252
sfh-core-c4k-1	10.111.170.182	0007.4d5a.abc9	Vlan252
sfh-core-c4k-2	10.111.170.182	0007.4d5a.abc9	Vlan252
sfh-core-c4k-1	10.111.170.183	0007.4d5d.cbd8	Vlan252
sfh-core-c4k-2	10.111.170.183	0007.4d5d.cbd8	Vlan252
sfh-core-c4k-1	10.111.170.185	009c.0207.a0b4	Vlan252
sfh-core-c4k-2	10.111.170.185	009c.0207.a0b4	Vlan252
sfh-core-c4k-1	10.111.170.186	0007.4d5b.4bf4	Vlan252
sfh-core-c4k-2	10.111.170.186	0007.4d5b.4bf4	Vlan252
sfh-core-c4k-1	10.111.170.187	0007.4d5d.cbac	Vlan252
sfh-core-c4k-2	10.111.170.187	0007.4d5d.cbac	Vlan252
sfh-core-c4k-1	10.111.170.188	0007.4d5a.a0c9	Vlan252
sfh-core-c4k-2	10.111.170.188	0007.4d5a.a0c9	Vlan252
sfh-core-c4k-1	10.111.170.189	3cd9.2ba3.d375	Vlan252
sfh-core-c4k-2	10.111.170.189	3cd9.2ba3.d375	Vlan252
sfh-core-c4k-1	10.111.170.19	c8d3.ffaa.9810	Vlan252
sfh-core-c4k-2	10.111.170.19	c8d3.ffaa.9810	Vlan252
sfh-core-c4k-1	10.111.170.190	80c1.6e90.5428	Vlan252
sfh-core-c4k-2	10.111.170.190	80c1.6e90.5428	Vlan252
sfh-core-c4k-1	10.111.170.191	ec9a.7430.b7d2	Vlan252
sfh-core-c4k-2	10.111.170.191	ec9a.7430.b7d2	Vlan252
sfh-core-c4k-1	10.111.170.193	80c1.6e90.44f0	Vlan252
sfh-core-c4k-2	10.111.170.193	80c1.6e90.44f0	Vlan252
sfh-core-c4k-1	10.111.170.195	0080.9246.ba10	Vlan252
sfh-core-c4k-2	10.111.170.195	0080.9246.ba10	Vlan252
sfh-core-c4k-1	10.111.170.196	0007.4d2a.5efa	Vlan252
sfh-core-c4k-2	10.111.170.196	0007.4d2a.5efa	Vlan252
sfh-core-c4k-1	10.111.170.197	0007.4d29.8fc2	Vlan252
sfh-core-c4k-2	10.111.170.197	0007.4d29.8fc2	Vlan252
sfh-core-c4k-1	10.111.170.198	84a9.3e54.78a7	Vlan252
sfh-core-c4k-2	10.111.170.198	84a9.3e54.78a7	Vlan252
sfh-core-c4k-1	10.111.170.199	80c1.6e95.53a2	Vlan252
sfh-core-c4k-2	10.111.170.199	80c1.6e95.53a2	Vlan252
sfh-core-c4k-1	10.111.170.2	bc16.6541.6fff	Vlan252
sfh-core-c4k-2	10.111.170.2	bc16.6541.6fff	Vlan252
sfh-core-c4k-1	10.111.170.20	c8d3.ffaa.88e0	Vlan252
sfh-core-c4k-2	10.111.170.20	c8d3.ffaa.88e0	Vlan252
sfh-core-c4k-1	10.111.170.200	009c.0206.df01	Vlan252
sfh-core-c4k-2	10.111.170.200	009c.0206.df01	Vlan252
sfh-core-c4k-1	10.111.170.201	80c1.6e91.2113	Vlan252
sfh-core-c4k-2	10.111.170.201	80c1.6e91.2113	Vlan252
sfh-core-c4k-1	10.111.170.202	80c1.6e90.4422	Vlan252
sfh-core-c4k-2	10.111.170.202	80c1.6e90.4422	Vlan252
sfh-core-c4k-1	10.111.170.203	009c.0206.df4e	Vlan252
sfh-core-c4k-2	10.111.170.203	009c.0206.df4e	Vlan252
sfh-core-c4k-1	10.111.170.204	ec9a.7430.b793	Vlan252
sfh-core-c4k-2	10.111.170.204	ec9a.7430.b793	Vlan252
sfh-core-c4k-1	10.111.170.205	5838.7914.184c	Vlan252
sfh-core-c4k-2	10.111.170.205	5838.7914.184c	Vlan252
sfh-core-c4k-1	10.111.170.206	5838.7921.7b2d	Vlan252
sfh-core-c4k-2	10.111.170.206	5838.7921.7b2d	Vlan252
sfh-core-c4k-1	10.111.170.207	5838.7907.ba85	Vlan252
sfh-core-c4k-2	10.111.170.207	5838.7907.ba85	Vlan252
sfh-core-c4k-1	10.111.170.208	5838.7924.0bcf	Vlan252
sfh-core-c4k-2	10.111.170.208	5838.7924.0bcf	Vlan252
sfh-core-c4k-1	10.111.170.209	80c1.6e92.cfe6	Vlan252
sfh-core-c4k-2	10.111.170.209	80c1.6e92.cfe6	Vlan252
sfh-core-c4k-1	10.111.170.210	5838.791c.c92c	Vlan252
sfh-core-c4k-2	10.111.170.210	5838.791c.c92c	Vlan252
sfh-core-c4k-1	10.111.170.211	80c1.6e90.5415	Vlan252
sfh-core-c4k-2	10.111.170.211	80c1.6e90.5415	Vlan252
sfh-core-c4k-1	10.111.170.212	5838.791d.02e9	Vlan252
sfh-core-c4k-2	10.111.170.212	5838.791d.02e9	Vlan252
sfh-core-c4k-1	10.111.170.213	ec9a.7430.93ad	Vlan252
sfh-core-c4k-2	10.111.170.213	ec9a.7430.93ad	Vlan252
sfh-core-c4k-1	10.111.170.214	5838.7920.d47e	Vlan252
sfh-core-c4k-2	10.111.170.214	5838.7920.d47e	Vlan252
sfh-core-c4k-1	10.111.170.215	5838.791d.249e	Vlan252
sfh-core-c4k-2	10.111.170.215	5838.791d.249e	Vlan252
sfh-core-c4k-1	10.111.170.216	5838.7914.5b4f	Vlan252
sfh-core-c4k-2	10.111.170.216	5838.7914.5b4f	Vlan252
sfh-core-c4k-1	10.111.170.217	ec9a.7430.b702	Vlan252
sfh-core-c4k-2	10.111.170.217	ec9a.7430.b702	Vlan252
sfh-core-c4k-1	10.111.170.218	80c1.6e90.34c9	Vlan252
sfh-core-c4k-2	10.111.170.218	80c1.6e90.34c9	Vlan252
sfh-core-c4k-1	10.111.170.22	c8d3.ffaa.6f16	Vlan252
sfh-core-c4k-2	10.111.170.22	c8d3.ffaa.6f16	Vlan252
sfh-core-c4k-1	10.111.170.220	80c1.6e90.34ce	Vlan252
sfh-core-c4k-2	10.111.170.220	80c1.6e90.34ce	Vlan252
sfh-core-c4k-1	10.111.170.222	ec9a.7430.f76f	Vlan252
sfh-core-c4k-2	10.111.170.222	ec9a.7430.f76f	Vlan252
sfh-core-c4k-1	10.111.170.223	80c1.6e91.2116	Vlan252
sfh-core-c4k-2	10.111.170.223	80c1.6e91.2116	Vlan252
sfh-core-c4k-1	10.111.170.224	80c1.6e94.4403	Vlan252
sfh-core-c4k-2	10.111.170.224	80c1.6e94.4403	Vlan252
sfh-core-c4k-1	10.111.170.225	009c.0207.9024	Vlan252
sfh-core-c4k-2	10.111.170.225	009c.0207.9024	Vlan252
sfh-core-c4k-1	10.111.170.226	009c.0207.70cb	Vlan252
sfh-core-c4k-2	10.111.170.226	009c.0207.70cb	Vlan252
sfh-core-c4k-1	10.111.170.227	18a9.05fd.bdcb	Vlan252
sfh-core-c4k-2	10.111.170.227	18a9.05fd.bdcb	Vlan252
sfh-core-c4k-1	10.111.170.228	5838.791d.1506	Vlan252
sfh-core-c4k-2	10.111.170.228	5838.791d.1506	Vlan252
sfh-core-c4k-1	10.111.170.229	5838.791d.1542	Vlan252
sfh-core-c4k-2	10.111.170.229	5838.791d.1542	Vlan252
sfh-core-c4k-1	10.111.170.230	98e7.f405.eddc	Vlan252
sfh-core-c4k-2	10.111.170.230	98e7.f405.eddc	Vlan252
sfh-core-c4k-1	10.111.170.231	ec9a.7430.b7d1	Vlan252
sfh-core-c4k-2	10.111.170.231	ec9a.7430.b7d1	Vlan252
sfh-core-c4k-1	10.111.170.232	80c1.6e96.11cb	Vlan252
sfh-core-c4k-2	10.111.170.232	80c1.6e96.11cb	Vlan252
sfh-core-c4k-1	10.111.170.234	80c1.6e96.3c5a	Vlan252
sfh-core-c4k-2	10.111.170.234	80c1.6e96.3c5a	Vlan252
sfh-core-c4k-1	10.111.170.235	3cd9.2ba3.5642	Vlan252
sfh-core-c4k-2	10.111.170.235	3cd9.2ba3.5642	Vlan252
sfh-core-c4k-1	10.111.170.237	80c1.6e94.4417	Vlan252
sfh-core-c4k-2	10.111.170.237	80c1.6e94.4417	Vlan252
sfh-core-c4k-1	10.111.170.238	80c1.6e90.4406	Vlan252
sfh-core-c4k-2	10.111.170.238	80c1.6e90.4406	Vlan252
sfh-core-c4k-1	10.111.170.239	009c.0206.df0a	Vlan252
sfh-core-c4k-2	10.111.170.239	009c.0206.df0a	Vlan252
sfh-core-c4k-1	10.111.170.24	0007.4d5b.490b	Vlan252
sfh-core-c4k-2	10.111.170.24	0007.4d5b.490b	Vlan252
sfh-core-c4k-1	10.111.170.240	5838.7921.04be	Vlan252
sfh-core-c4k-2	10.111.170.240	5838.7921.04be	Vlan252
sfh-core-c4k-1	10.111.170.241	f430.b971.3cd2	Vlan252
sfh-core-c4k-2	10.111.170.241	f430.b971.3cd2	Vlan252
sfh-core-c4k-1	10.111.170.242	80c1.6e95.0335	Vlan252
sfh-core-c4k-2	10.111.170.242	80c1.6e95.0335	Vlan252
sfh-core-c4k-1	10.111.170.243	80c1.6e90.4415	Vlan252
sfh-core-c4k-2	10.111.170.243	80c1.6e90.4415	Vlan252
sfh-core-c4k-1	10.111.170.244	80c1.6e92.1ffd	Vlan252
sfh-core-c4k-2	10.111.170.244	80c1.6e92.1ffd	Vlan252
sfh-core-c4k-1	10.111.170.245	5838.791d.2494	Vlan252
sfh-core-c4k-2	10.111.170.245	5838.791d.2494	Vlan252
sfh-core-c4k-1	10.111.170.246	80c1.6e91.212c	Vlan252
sfh-core-c4k-2	10.111.170.246	80c1.6e91.212c	Vlan252
sfh-core-c4k-1	10.111.170.247	80c1.6e96.8c37	Vlan252
sfh-core-c4k-2	10.111.170.247	80c1.6e96.8c37	Vlan252
sfh-core-c4k-1	10.111.170.249	80c1.6e95.d2fb	Vlan252
sfh-core-c4k-2	10.111.170.249	80c1.6e95.d2fb	Vlan252
sfh-core-c4k-1	10.111.170.250	3c4a.92b4.0686	Vlan252
sfh-core-c4k-2	10.111.170.250	3c4a.92b4.0686	Vlan252
sfh-core-c4k-1	10.111.170.251	80c1.6e92.6f71	Vlan252
sfh-core-c4k-2	10.111.170.251	80c1.6e92.6f71	Vlan252
sfh-core-c4k-1	10.111.170.252	009c.0206.cffe	Vlan252
sfh-core-c4k-2	10.111.170.252	009c.0206.cffe	Vlan252
sfh-core-c4k-1	10.111.170.253	009c.0207.9048	Vlan252
sfh-core-c4k-2	10.111.170.253	009c.0207.9048	Vlan252
sfh-core-c4k-1	10.111.170.254	80c1.6e92.7ffe	Vlan252
sfh-core-c4k-2	10.111.170.254	80c1.6e92.7ffe	Vlan252
sfh-core-c4k-1	10.111.170.255	009c.0203.c3de	Vlan252
sfh-core-c4k-2	10.111.170.255	009c.0203.c3de	Vlan252
sfh-core-c4k-1	10.111.170.28	c8d3.ffaa.9f45	Vlan252
sfh-core-c4k-2	10.111.170.28	c8d3.ffaa.9f45	Vlan252
sfh-core-c4k-1	10.111.170.3	bc16.6541.707f	Vlan252
sfh-core-c4k-2	10.111.170.3	bc16.6541.707f	Vlan252
sfh-core-c4k-1	10.111.170.30	0007.4d38.a2ce	Vlan252
sfh-core-c4k-2	10.111.170.30	0007.4d38.a2ce	Vlan252
sfh-core-c4k-1	10.111.170.32	5838.791d.0300	Vlan252
sfh-core-c4k-2	10.111.170.32	5838.791d.0300	Vlan252
sfh-core-c4k-1	10.111.170.33	0007.4d40.b942	Vlan252
sfh-core-c4k-2	10.111.170.33	0007.4d40.b942	Vlan252
sfh-core-c4k-1	10.111.170.34	082e.5f6a.bdd0	Vlan252
sfh-core-c4k-2	10.111.170.34	082e.5f6a.bdd0	Vlan252
sfh-core-c4k-1	10.111.170.35	082e.5f6a.bd7e	Vlan252
sfh-core-c4k-2	10.111.170.35	082e.5f6a.bd7e	Vlan252
sfh-core-c4k-1	10.111.170.36	5838.7926.9f0d	Vlan252
sfh-core-c4k-2	10.111.170.36	5838.7926.9f0d	Vlan252
sfh-core-c4k-1	10.111.170.38	082e.5f6a.bd33	Vlan252
sfh-core-c4k-2	10.111.170.38	082e.5f6a.bd33	Vlan252
sfh-core-c4k-1	10.111.170.4	0007.4d5b.cbb4	Vlan252
sfh-core-c4k-2	10.111.170.4	0007.4d5b.cbb4	Vlan252
sfh-core-c4k-1	10.111.170.40	0007.4d5d.793f	Vlan252
sfh-core-c4k-2	10.111.170.40	0007.4d5d.793f	Vlan252
sfh-core-c4k-1	10.111.170.41	3cd9.2ba3.c3fb	Vlan252
sfh-core-c4k-2	10.111.170.41	3cd9.2ba3.c3fb	Vlan252
sfh-core-c4k-1	10.111.170.42	0001.e698.42a9	Vlan252
sfh-core-c4k-2	10.111.170.42	0001.e698.42a9	Vlan252
sfh-core-c4k-1	10.111.170.43	0007.4d4d.d888	Vlan252
sfh-core-c4k-2	10.111.170.43	0007.4d4d.d888	Vlan252
sfh-core-c4k-1	10.111.170.44	0007.4d40.baf8	Vlan252
sfh-core-c4k-2	10.111.170.44	0007.4d40.baf8	Vlan252
sfh-core-c4k-1	10.111.170.45	0001.e69e.3849	Vlan252
sfh-core-c4k-2	10.111.170.45	0001.e69e.3849	Vlan252
sfh-core-c4k-1	10.111.170.46	0007.4d29.bb01	Vlan252
sfh-core-c4k-2	10.111.170.46	0007.4d29.bb01	Vlan252
sfh-core-c4k-1	10.111.170.47	009c.0202.98e4	Vlan252
sfh-core-c4k-2	10.111.170.47	009c.0202.98e4	Vlan252
sfh-core-c4k-1	10.111.170.48	009c.0202.59a9	Vlan252
sfh-core-c4k-2	10.111.170.48	009c.0202.59a9	Vlan252
sfh-core-c4k-1	10.111.170.49	0007.4d57.372a	Vlan252
sfh-core-c4k-2	10.111.170.49	0007.4d57.372a	Vlan252
sfh-core-c4k-1	10.111.170.50	0007.4d2a.2b5a	Vlan252
sfh-core-c4k-2	10.111.170.50	0007.4d2a.2b5a	Vlan252
sfh-core-c4k-1	10.111.170.51	0001.e698.5272	Vlan252
sfh-core-c4k-2	10.111.170.51	0001.e698.5272	Vlan252
sfh-core-c4k-1	10.111.170.52	0007.4d29.d397	Vlan252
sfh-core-c4k-2	10.111.170.52	0007.4d29.d397	Vlan252
sfh-core-c4k-1	10.111.170.53	0001.e698.5280	Vlan252
sfh-core-c4k-2	10.111.170.53	0001.e698.5280	Vlan252
sfh-core-c4k-1	10.111.170.54	0007.4d29.22f8	Vlan252
sfh-core-c4k-2	10.111.170.54	0007.4d29.22f8	Vlan252
sfh-core-c4k-1	10.111.170.55	0007.4d5f.0321	Vlan252
sfh-core-c4k-2	10.111.170.55	0007.4d5f.0321	Vlan252
sfh-core-c4k-1	10.111.170.56	0007.4d29.d3ac	Vlan252
sfh-core-c4k-2	10.111.170.56	0007.4d29.d3ac	Vlan252
